jdn_id,jdn_jtp_id,jdn_symbol,jdn_nazwa,jdn_aktywny,jdn_urz_id_wpro,jdn_data_wpro,jdn_urz_id_mod,jdn_data_mod,jdn_jdn_id,jdn_ulica,jdn_nr_bud,jdn_kod_pocztowy,jdn_regon,jdn_nazwa_pelna,jdn_jro_id,jdn_nip,jdn_nip_vat,jdn_nr_sap,jdn_nr_jpk
914,2,ZS31/ŻOL,Zespół Szkół nr 31,1,1,2014-03-27 12:00,NULL,NULL,99,,,,,Zespół Szkół nr 31,NULL,NULL,NULL,NULL,1824
915,2,ZS53/ŻOL,Zespół Szkół nr 53,1,1,2014-03-27 12:00,NULL,NULL,99,,,,,Zespół Szkół nr 53,NULL,NULL,NULL,NULL,1825
916,2,ZS54/ŻOL,Zespół Szkół nr 54,1,1,2014-03-27 12:00,NULL,NULL,99,,,,,Zespół Szkół nr 54,NULL,NULL,NULL,NULL,1826
917,2,ZSS3/ŻOL,Zespół Szkół Samochodowych i Licealnych nr 3,1,1,2014-03-27 12:00,NULL,NULL,99,,,,,Zespół Szkół Samochodowych i Licealnych nr 3,NULL,NULL,NULL,NULL,1827
918,2,BUR1/MBFO,Bursa Nr 1,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Bursa Nr 1,NULL,NULL,NULL,NULL,1893
919,2,BUR5/MBFO,Bursa Nr 5,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Bursa Nr 5,NULL,NULL,NULL,NULL,1894
920,2,BUR6/MBFO,Bursa nr 6,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Bursa nr 6,NULL,NULL,NULL,NULL,1895
921,2,BURS4/MBFO,Bursa Szkolna Nr 4,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Bursa Szkolna Nr 4,NULL,NULL,NULL,NULL,1896
922,2,GIS150/MBFO,Gimnazjum Specjalne nr 150,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Gimnazjum Specjalne nr 150,NULL,NULL,NULL,NULL,1897
923,2,IGF/MBFO,Instytut Głuchoniemych im. Jakuba Falkowskiego,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Instytut Głuchoniemych im. Jakuba Falkowskiego,NULL,NULL,NULL,NULL,1898
924,2,MSOSS/MBFO,"Międzyszkolny Ośrodek Sportowo - Szkoleniowy ""Omega"" ",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Międzyszkolny Ośrodek Sportowo - Szkoleniowy ""Omega"" ",NULL,NULL,NULL,NULL,1899
925,2,MOS1/MBFO,Młodzieżowy Ośrodek Socjoterapii Nr 1 SOS,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Socjoterapii Nr 1 SOS,NULL,NULL,NULL,NULL,1900
926,2,MOS2/MBFO,"Młodzieżowy Ośrodek Socjoterapii nr 2 ""Kąt""",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Młodzieżowy Ośrodek Socjoterapii nr 2 ""Kąt""",NULL,NULL,NULL,NULL,1901
927,2,MOS3/MBFO,Młodzieżowy Ośrodek Socjoterapii nr 3,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Socjoterapii nr 3,NULL,NULL,NULL,NULL,1902
928,2,SOW/MBFO,"Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""",NULL,NULL,NULL,NULL,1903
929,2,MOS6/MBFO,Młodzieżowy Ośrodek Socjoterapii nr 6,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Socjoterapii nr 6,NULL,NULL,NULL,NULL,1904
930,2,MOS7/MBFO,Młodzieżowy Ośrodek Socjoterapii nr 7,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Socjoterapii nr 7,NULL,NULL,NULL,NULL,1905
931,2,MOS8/MBFO,Młodzieżowy Ośrodek Socjoterapii nr 8,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Socjoterapii nr 8,NULL,NULL,NULL,NULL,1906
932,2,MOW2/MBFO,Młodzieżowy Ośrodek Wychowawczy nr 2,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Wychowawczy nr 2,NULL,NULL,NULL,NULL,1907
933,2,MOW3/MBFO,Młodzieżowy Ośrodek Wychowawczy nr 3 im. dr Grzegorza Maja,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Wychowawczy nr 3 im. dr Grzegorza Maja,NULL,NULL,NULL,NULL,1908
934,2,MOW4/MBFO,Młodzieżowy Ośrodek Wychowawczy Nr 4,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Młodzieżowy Ośrodek Wychowawczy Nr 4,NULL,NULL,NULL,NULL,1909
935,2,OOS/MBFO,"Ośrodek Oświatowo-Szkoleniowy ""Arkadia"" ",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Ośrodek Oświatowo-Szkoleniowy ""Arkadia"" ",NULL,NULL,NULL,NULL,1910
936,2,OR-W/MBFO,"Ośrodek Rehabilitacyjno -Wypoczynkowy ""Syrena"" w Mielnie",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Ośrodek Rehabilitacyjno -Wypoczynkowy ""Syrena"" w Mielnie",NULL,NULL,NULL,NULL,1911
937,2,OSWG/MBFO,Ośrodek Szkolno-Wychowawczy dla Głuchych,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Ośrodek Szkolno-Wychowawczy dla Głuchych,NULL,NULL,NULL,NULL,1912
938,2,PMPKiN/MBFO,Pałac Młodzieży PKiN,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Pałac Młodzieży PKiN,NULL,NULL,NULL,NULL,1913
939,2,POA/MBFO,Państwowe Ognisko Artystyczne,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Państwowe Ognisko Artystyczne,NULL,NULL,NULL,NULL,1914
940,2,PPSMO/MBFO,"Pozaszkolna Placówka Specjalistyczna Młodzieżowy Ośrodek Edukacyjno -  Wypoczynkowy ""Zatoka Uklei"" w Gawrych Rudzie",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Pozaszkolna Placówka Specjalistyczna Młodzieżowy Ośrodek Edukacyjno -  Wypoczynkowy ""Zatoka Uklei"" w Gawrych Rudzie",NULL,NULL,NULL,NULL,1915
941,2,PPSSOW/MBFO,"Pozaszkolna Placówka Specjalistyczna Szkolny Ośrodek Wypoczynkowy ""Syrenka"" w Marózie ",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Pozaszkolna Placówka Specjalistyczna Szkolny Ośrodek Wypoczynkowy ""Syrenka"" w Marózie ",NULL,NULL,NULL,NULL,1916
942,2,PS68/MBFO,Przedszkole Specjalne nr 68,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Przedszkole Specjalne nr 68,NULL,NULL,NULL,NULL,1917
943,2,PSMOPiP/MBFO,"PS MOPiP ""MOP""",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"PS MOPiP ""MOP""",NULL,NULL,NULL,NULL,1918
944,2,SPPTOPTA/MBFO,"Specjalistyczna Poradnia Profilaktyczno- Terapeutyczna ""OPTA""",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Specjalistyczna Poradnia Profilaktyczno- Terapeutyczna ""OPTA""",NULL,NULL,NULL,NULL,1919
945,2,SPPPTOP/MBFO,"Specjalistyczna Poradnia Psychologiczno- Pedagogiczna ""TOP""",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Specjalistyczna Poradnia Psychologiczno- Pedagogiczna ""TOP""",NULL,NULL,NULL,NULL,1920
946,2,SPPPUdR/MBFO,"Specjalistyczna Poradnia Psychologiczno- Pedagogiczna ""Uniwersytet dla Rodziców""",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Specjalistyczna Poradnia Psychologiczno- Pedagogiczna ""Uniwersytet dla Rodziców""",NULL,NULL,NULL,NULL,1921
947,2,SOSW15/MBFO,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabosłyszących Nr 15 im. Ottona Lipkowskiego,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabosłyszących Nr 15 im. Ottona Lipkowskiego,NULL,NULL,NULL,NULL,1922
948,2,SOSW8/MBFO,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabowidzących nr 8,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabowidzących nr 8,NULL,NULL,NULL,NULL,1923
949,2,SOSW9/MBFO,Specjalny Ośrodek Szkolno-Wychowawczy nr 9,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Specjalny Ośrodek Szkolno-Wychowawczy nr 9,NULL,NULL,NULL,NULL,1924
950,2,SCEK/MBFO,Stołeczne Centrum Edukacji Kulturalnej,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Stołeczne Centrum Edukacji Kulturalnej,NULL,NULL,NULL,NULL,1925
951,2,SSM3/MBFO,Szkolne Schronisko Młodzieżowe nr 3,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Szkolne Schronisko Młodzieżowe nr 3,NULL,NULL,NULL,NULL,1926
952,2,SOWOG/MBFO,"Szkolny Ośrodek Wypoczynkowy ""Orle Gniazdo"" ",1,1,2014-03-27 12:00,NULL,NULL,23,,,,,"Szkolny Ośrodek Wypoczynkowy ""Orle Gniazdo"" ",NULL,NULL,NULL,NULL,1927
953,2,SP302/MBFO,Szkoła Podstawowa nr 302,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Szkoła Podstawowa nr 302,NULL,NULL,NULL,NULL,1928
954,2,WCIESiS/MBFO,Warszawskie Centrum Innowacji Edukacyjno-Społecznych i Szkoleń,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Warszawskie Centrum Innowacji Edukacyjno-Społecznych i Szkoleń,NULL,NULL,NULL,NULL,1929
955,2,WCSM/MBFO,Warszawskie Centrum Sportu Młodzieżowego AGRYKOLA,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Warszawskie Centrum Sportu Młodzieżowego AGRYKOLA,NULL,NULL,NULL,NULL,1930
956,2,ZSS87/MBFO,Zespól Szkół Specjalnych Nr 87,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespól Szkół Specjalnych Nr 87,NULL,NULL,NULL,NULL,1931
957,2,ZSS88/MBFO,Zespól Szkół Specjalnych Nr 88,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespól Szkół Specjalnych Nr 88,NULL,NULL,NULL,NULL,NULL
958,2,ZPOW/MBFO,Zespół Placówek Opiekuńczo-Wychowawczych,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Placówek Opiekuńczo-Wychowawczych,NULL,NULL,NULL,NULL,1932
959,2,ZPEDSM/MBFO,Zespół Placówek Europejski Dom Spotkań Młodzieży w Warszawie,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Placówek Europejski Dom Spotkań Młodzieży w Warszawie,NULL,NULL,NULL,NULL,1933
960,2,ZPZWR1/MBFO,Zespół Placówek Szkolno- Wychowawczo- Rewalidacyjnych nr 1,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Placówek Szkolno- Wychowawczo- Rewalidacyjnych nr 1,NULL,NULL,NULL,NULL,1934
961,2,ZSS95/MBFO,Zespół Szkól Specjalnych nr 95,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkól Specjalnych nr 95,NULL,NULL,NULL,NULL,1935
962,2,ZSS100/MBFO,Zespół Szkół Specjalnych Nr 100,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 100,NULL,NULL,NULL,NULL,1936
963,2,ZSS101/MBFO,Zespół Szkół Specjalnych Nr 101,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 101,NULL,NULL,NULL,NULL,1937
964,2,ZSS102/MBFO,Zespół Szkół Specjalnych nr 102,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 102,NULL,NULL,NULL,NULL,1938
965,2,ZSS103/MBFO,Zespół Szkół Specjalnych nr 103,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 103,NULL,NULL,NULL,NULL,1939
966,2,ZSS104/MBFO,Zespół Szkół Specjalnych nr 104,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 104,NULL,NULL,NULL,NULL,1940
967,2,ZSS105/MBFO,Zespół Szkół Specjalnych Nr 105 im. Kazimierza Kirejczyka,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 105 im. Kazimierza Kirejczyka,NULL,NULL,NULL,NULL,1941
968,2,ZSS107/MBFO,Zespół Szkół Specjalnych Nr 107,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 107,NULL,NULL,NULL,NULL,1942
969,2,ZSS108/MBFO,Zespół Szkół Specjalnych nr 108,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 108,NULL,NULL,NULL,NULL,1943
970,2,ZSS109/MBFO,Zespół Szkół Specjalnych nr 109,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 109,NULL,NULL,NULL,NULL,1944
971,2,ZSS38/MBFO,Zespół Szkół Specjalnych nr 38,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 38,NULL,NULL,NULL,NULL,1945
972,2,ZSS63/MBFO,Zespół Szkół Specjalnych nr 63,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 63,NULL,NULL,NULL,NULL,1946
973,2,ZSS78/MBFO,Zespół Szkół Specjalnych nr 78,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 78,NULL,NULL,NULL,NULL,1947
974,2,ZSS85/MBFO,Zespół Szkół Specjalnych nr 85,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 85,NULL,NULL,NULL,NULL,1948
975,2,ZSS86/MBFO,Zespół Szkół Specjalnych Nr 86,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 86,NULL,NULL,NULL,NULL,1949
976,2,ZSS89/MBFO,Zespół Szkół Specjalnych nr 89,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 89,NULL,NULL,NULL,NULL,1950
977,2,ZSS90/MBFO,Zespół Szkół Specjalnych Nr 90,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 90,NULL,NULL,NULL,NULL,1951
978,2,ZSS91/MBFO,Zespół Szkół Specjalnych nr 91,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 91,NULL,NULL,NULL,NULL,1952
979,2,ZSS92/MBFO,Zespół Szkół Specjalnych nr 92,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 92,NULL,NULL,NULL,NULL,1953
980,2,ZSS93/MBFO,Zespół Szkół Specjalnych nr 93,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 93,NULL,NULL,NULL,NULL,1954
981,2,ZSS94/MBFO,Zespół Szkół Specjalnych nr 94,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 94,NULL,NULL,NULL,NULL,1955
982,2,ZSS96/MBFO,Zespół Szkół Specjalnych Nr 96,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 96,NULL,NULL,NULL,NULL,1956
983,2,ZSS97/MBFO,Zespół Szkół Specjalnych nr 97,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych nr 97,NULL,NULL,NULL,NULL,1957
984,2,ZSS98/MBFO,Zespół Szkół Specjalnych Nr 98,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 98,NULL,NULL,NULL,NULL,1958
985,2,ZSS99/MBFO,Zespół Szkół Specjalnych Nr 99,1,1,2014-03-27 12:00,NULL,NULL,23,,,,,Zespół Szkół Specjalnych Nr 99,NULL,NULL,NULL,NULL,1959
986,2,UD/BEM,Urząd Dzielnicy Bemowo,1,1,2014-07-16 15:39,NULL,NULL,1,ul.Powstańców Śląskich,70,01-381,15259663,Urząd Dzielnicy Bemowo,1,525-224-84-81,525-224-84-81,NULL,1001
987,2,UD/BIA,Urząd Dzielnicy Białołęka,1,1,2014-07-16 15:45,NULL,NULL,2,ul.Modlińska,197,03-122,15259663,Urząd Dzielnicy Białołęka,1,525-224-84-81,525-224-84-81,NULL,1039
988,2,UD/BIE,Urząd Dzielnicy Bielany,1,1,2014-07-16 15:46,NULL,NULL,3,ul.Żeromskiego,29,01-882,15259640,Urząd Dzielnicy Bielany,1,525-224-84-81,525-224-84-81,NULL,1068
989,2,UD/MOK,Urząd Dzielnicy Mokotów,1,1,2014-07-16 15:47,NULL,NULL,4,ul.Rakowiecka,25/27,02-517,15259640,Urząd Dzielnicy Mokotów,1,525-224-84-81,525-224-84-81,NULL,1136
990,2,UD/OCH,Urząd Dzielnicy Ochota,1,1,2014-07-16 15:48,NULL,NULL,5,ul.Grójecka,17a,02-021,15259663,Urząd Dzielnicy Ochota,1,525-224-84-81,525-224-84-81,NULL,1247
991,2,UD/PRD,Urząd Dzielnicy Praga Południe,1,1,2014-07-16 15:49,NULL,NULL,6,ul.Grochowska,274,03-841,15259640,Urząd Dzielnicy Praga Południe,1,525-224-84-81,525-224-84-81,NULL,1297
992,2,UD/PRN,Urząd Dzielnicy Praga Północ,1,1,2014-07-16 15:50,NULL,NULL,7,ul.Ks. Ignacego Kłopotowskiego,15,03-708,15259663,Urząd Dzielnicy Praga Północ,1,525-224-84-81,525-224-84-81,NULL,1381
993,2,UD/REM,Urząd Dzielnicy Rembertów,1,1,2014-07-16 15:51,NULL,NULL,8,"Al.Gen. A.Chruściela ""Montera""",28,04-401,15259663,Urząd Dzielnicy Rembertów,1,525-224-84-81,525-224-84-81,NULL,1417
994,2,UD/ŚRÓ,Urząd Dzielnicy Śródmieście,1,1,2014-07-16 15:52,NULL,NULL,9,ul.Nowogrodzka,43,00-691,15259663,Urząd Dzielnicy Śródmieście,1,525-224-84-81,525-224-84-81,NULL,1431
995,2,UD/TAR,Urząd Dzielnicy Targówek,1,1,2014-07-16 15:53,NULL,NULL,10,ul.Kondratowicza,20,00-983,15259640,Urząd Dzielnicy Targówek,1,525-224-84-81,525-224-84-81,NULL,1521
996,2,UD/URS,Urząd Dzielnicy Ursus,1,1,2014-07-16 15:54,NULL,NULL,11,Pl.Czerwca 1976,1,02-495,15259663,Urząd Dzielnicy Ursus,1,525-224-84-81,525-224-84-81,NULL,1570
997,2,UD/URN,Urząd Dzielnicy Ursynów,1,1,2014-07-16 15:55,NULL,NULL,12,Al.Komisji Edukacji Narodowej,61,02-777,15259663,Urząd Dzielnicy Ursynów,1,525-224-84-81,525-224-84-81,NULL,1594
998,2,UD/WAW,Urząd Dzielnicy Wawer,1,1,2014-07-16 15:56,NULL,NULL,13,ul.Żegańska,1,04-713,15259663,Urząd Dzielnicy Wawer,1,525-224-84-81,525-224-84-81,NULL,1645
999,2,UD/WES,Urząd Dzielnicy Wesoła,1,1,2014-07-16 15:58,NULL,NULL,14,ul. 1 Praskiego Pułku,33,05-075,15259663,Urząd Dzielnicy Wesoła,1,525-224-84-81,525-224-84-81,NULL,1673
1000,2,UD/WIL,Urząd Dzielnicy Wilanów,1,1,2014-07-16 15:58,NULL,NULL,15,ul.Franciszka Klimczaka,2,02-797,15259663,Urząd Dzielnicy Wilanów,1,525-224-84-81,525-224-84-81,NULL,1688
1001,2,UD/WŁO,Urząd Dzielnicy Włochy,1,1,2014-07-16 15:59,NULL,NULL,16,Al.Krakowska,257,02-133,15259663,Urząd Dzielnicy Włochy,1,525-224-84-81,525-224-84-81,NULL,1699
1002,2,UD/WOL,Urząd Dzielnicy Wola,1,1,2014-07-16 16:00,NULL,NULL,17,Al.Solidarności,90,01-003,15259663,Urząd Dzielnicy Wola,1,525-224-84-81,525-224-84-81,NULL,1723
1003,2,UD/ŻOL,Urząd Dzielnicy Żoliborz,1,1,2014-07-16 16:01,NULL,NULL,18,ul.Słowackiego,06-VIII,01-627,15259663,Urząd Dzielnicy Żoliborz,1,525-224-84-81,525-224-84-81,NULL,1796
1004,2,,Centrum Sportu Wilanów m.st. Warszawy,1,1,2015-02-16 14:31,1,2015-02-24 09:50,15,ul.Wiertnicza,26a,02-952,147302974,Centrum Sportu Wilanów m.st. Warszawy,1,,,NULL,1689
1005,2,,Zarząd Terenów Publicznych,1,1,2015-02-16 14:34,NULL,NULL,NULL,ul. Podwale,23,00-261,10496921,Zarząd Terenów Publicznych,1,,,,1434
1006,2,CWR/UM,"Centrum Wspierania Rodzin ""Rodzinna Warszawa""",1,1,2015-12-07 00:27,NULL,NULL,-99,,,,,"Centrum Wspierania Rodzin ""Rodzinna Warszawa""",1,,,3300000095,1887
1007,2,CA1/UM,Centrum Administracyjne Nr 1 do obsługi placówek opiekuńczo-wychowawczych,1,1,2015-12-07 08:22,1,2016-02-19 12:19,-99,ul. Bonifacego,81,02-945,,Centrum Administracyjne Nr 1 do obsługi placówek opiekuńczo-wychowawczych,1,,,3300000096,1890
1008,2,CS/UM,"Stołeczne Centrum Sportu ""Aktywna Warszawa""",1,1,2015-12-07 08:22,1,2016-02-19 12:21,-99,ul. Rozbrat,26,02-429,,"Stołeczne Centrum Sportu ""Aktywna Warszawa""",1,,,3300000108,1871
1009,2,,Specjalny Ośrodek Wychowawczy,1,1,2016-01-15 15:27,NULL,NULL,23,,,,,Specjalny Ośrodek Wychowawczy,NULL,NULL,NULL,NULL,1962
1010,2,,Zespół Placówek Szkolno-Wychowawczo-Rewalidacyjnych Nr 1,1,1,2016-01-15 15:27,NULL,NULL,23,,,,,Zespół Placówek Szkolno-Wychowawczo-Rewalidacyjnych Nr 1,NULL,NULL,NULL,NULL,1934
1011,2,,Szkoła Podstawowa nr 357,1,1,2016-01-15 15:27,NULL,NULL,30,,,,,Szkoła Podstawowa nr 357,NULL,NULL,NULL,NULL,1032
1012,2,,LXXVIII LO,1,1,2016-01-15 15:27,NULL,NULL,30,,,,,LXXVIII LO,NULL,NULL,NULL,NULL,1011
1013,2,,Zespół Szkolno-Przedszkolny nr 6,1,1,2016-01-15 15:27,NULL,NULL,30,,,,,Zespół Szkolno-Przedszkolny nr 6,NULL,NULL,NULL,NULL,1035
1014,2,,Szkoła Podstawowa nr 355 im Jana Wedla,1,1,2016-01-15 15:27,NULL,NULL,35,,,,,Szkoła Podstawowa nr 355 im Jana Wedla,NULL,NULL,NULL,NULL,1064
1015,2,,Szkoła Podstawowa nr 356 im. Ryszarda Kaczorowskiego,1,1,2016-01-15 15:27,NULL,NULL,35,,,,,Szkoła Podstawowa nr 356 im. Ryszarda Kaczorowskiego,NULL,NULL,NULL,NULL,1065
1016,2,,Zespół Szkół nr 124,1,1,2016-01-15 15:27,NULL,NULL,39,,,,,Zespół Szkół nr 124,NULL,NULL,NULL,NULL,1135
1017,2,,Gimnazjum nr 75,1,1,2016-01-15 15:27,NULL,NULL,39,,,,,Gimnazjum nr 75,NULL,NULL,NULL,NULL,1078
1018,2,,Przedszkole nr 422,1,1,2016-01-15 15:27,NULL,NULL,39,,,,,Przedszkole nr 422,NULL,NULL,NULL,NULL,1110
1019,2,,Przedszkole nr 421,1,1,2016-01-15 15:27,NULL,NULL,39,,,,,Przedszkole nr 421,NULL,NULL,NULL,NULL,1109
1020,2,,Przedszkole 423,1,1,2016-01-15 15:27,NULL,NULL,60,,,,,Przedszkole nr 423,NULL,NULL,NULL,NULL,1427
1021,2,,Zespół Szkolno-Przedszkolny nr 8,1,1,2016-01-15 15:27,NULL,NULL,63,,,,,Zespół Szkolno-Przedszkolny nr 8,NULL,NULL,NULL,NULL,1507
1022,2,,Zespół Szkolno-Przedszkolny nr 9,1,1,2016-01-15 15:27,NULL,NULL,80,,,,,Zespół Szkolno-Przedszkolny nr 9,NULL,NULL,NULL,NULL,1672
1023,2,,Zespół Szkół nr 122,1,1,2016-01-15 15:27,NULL,NULL,95,,,,,Zespół Szkół nr 122,NULL,NULL,NULL,NULL,1790
1024,2,WO/UM,Warszawski Ośrodek Interwencji Kryzysowej,1,1,2016-06-03 12:12,NULL,NULL,-99,ul. 6-go Sierpnia,,02-843,364045408,Warszawski Ośrodek Interwencji Kryzysowej,2,NULL,NULL,3300000113,1892
1025,2,,Przedszkole Nr 425,1,1,2016-09-05 15:31,NULL,NULL,51,,,,,Przedszkole Nr 425,NULL,NULL,NULL,NULL,1963
1026,2,,Szkoła Podstawowa Nr 358,1,1,2016-09-05 15:31,NULL,NULL,88,,,,,Szkoła Podstawowa Nr 358,NULL,NULL,NULL,NULL,1964
1027,2,,Poradnia Psychologiczno-Pedagogiczna Nr 24,1,1,2016-09-05 15:31,NULL,NULL,88,,,,,Poradnia Psychologiczno-Pedagogiczna Nr 24,NULL,NULL,NULL,NULL,1965
1028,2,,Zespół Szkół nr 126 z Oddziałami Integracyjnymi,1,1,2016-09-07 14:57,NULL,NULL,90,NULL,NULL,NULL,NULL,Zespół Szkół nr 126 z Oddziałami Integracyjnymi,NULL,NULL,NULL,NULL,1966
1029,2,,Przedszkole nr 426,1,1,2016-10-12 14:45,NULL,NULL,95,,,,,Przedszkole nr 426,NULL,NULL,NULL,NULL,1967
1030,2,ZZM/UM,Zarząd Zieleni m.st. Warszawy,1,1,2016-10-12 14:45,NULL,NULL,-99,ul. Czerniakowska,71,00-715,365421948,Zarząd Zieleni m.st. Warszawy,2,NULL,NULL,3300000147,1968
1031,2,,Przedszkole nr 427,1,1,2017-03-13 12:18,NULL,NULL,88,NULL,NULL,NULL,NULL,Przedszkole nr 427,NULL,NULL,NULL,NULL,1969
1032,2,,Centrum Usług Społecznych „ Społeczna Warszawa”,1,1,2017-06-06 11:22,NULL,NULL,-99,,,,,Centrum Usług Społecznych „ Społeczna Warszawa”,NULL,NULL,NULL,NULL,1970
1033,2,,Szkoła Podstawowa Specjalna nr 6,1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,Szkoła Podstawowa Specjalna nr 6,NULL,NULL,NULL,NULL,1971
1034,2,,"Szkoła Podstawowa Specjalna nr 22 w Narodowym Instytucie Geriatrii, Reumatologii i Rehabilitacji im. Prof. dr hab.. Eleonory Reicher",1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,"Szkoła Podstawowa Specjalna nr 22 w Narodowym Instytucie Geriatrii, Reumatologii i Rehabilitacji im. Prof. dr hab.. Eleonory Reicher",NULL,NULL,NULL,NULL,1972
1035,2,,Szkoła Podstawowa Specjalna nr 99 im. Małego Powstańca,1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,Szkoła Podstawowa Specjalna nr 99 im. Małego Powstańca,NULL,NULL,NULL,NULL,1973
1036,2,,Szkoła Podstawowa Specjalna nr 111 im. Stefana Starzyńskiego,1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,Szkoła Podstawowa Specjalna nr 111 im. Stefana Starzyńskiego,NULL,NULL,NULL,NULL,1974
