jdn_id,jdn_jtp_id,jdn_symbol,jdn_nazwa,jdn_aktywny,jdn_urz_id_wpro,jdn_data_wpro,jdn_urz_id_mod,jdn_data_mod,jdn_jdn_id,jdn_ulica,jdn_nr_bud,jdn_kod_pocztowy,jdn_regon,jdn_nazwa_pelna,jdn_jro_id,jdn_nip,jdn_nip_vat,jdn_nr_sap,jdn_nr_jpk
281,2,ZS55/BIE,Zespół Szkół Nr 55 im. Gen. S. Maczka,1,1,2014-03-27 12:00,NULL,NULL,39,,,,,Zespół Szkół Nr 55 im. Gen. S. Maczka,NULL,NULL,NULL,NULL,1130
282,2,ZSS50/BIE,Zespół Szkół Sportowych Nr 50 im. J. Kusocińskiego,1,1,2014-03-27 12:00,NULL,NULL,39,,,,,Zespół Szkół Sportowych Nr 50 im. J. Kusocińskiego,NULL,NULL,NULL,NULL,1131
283,2,ZS56/BIE,Zespół Szkół z Oddziałami Integracyjnymi Nr 56 ,1,1,2014-03-27 12:00,NULL,NULL,39,,,,,Zespół Szkół z Oddziałami Integracyjnymi Nr 56 ,NULL,NULL,NULL,NULL,1132
284,2,ZS118/BIE,Zespół Szkół Nr 118,1,1,2014-03-27 12:00,NULL,NULL,39,,,,,Zespół Szkół Nr 118,NULL,NULL,NULL,NULL,1133
285,2,ZS119/BIE,Zespół Szkół Nr 119,1,1,2014-03-27 12:00,NULL,NULL,39,,,,,Zespół Szkół Nr 119,NULL,NULL,NULL,NULL,1134
286,2,GI1/MOK,Gimnazjum nr 1 z Oddziałami Dwujęzycznymi im. Roberta Schumana,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 1 z Oddziałami Dwujęzycznymi im. Roberta Schumana,NULL,NULL,NULL,NULL,1140
287,2,GI10/MOK,Gimnazjum nr 10 im. gen. Władysława Sikorskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 10 im. gen. Władysława Sikorskiego,NULL,NULL,NULL,NULL,1141
288,2,GI11/MOK,Gimnazjum nr 11 im. Ignacego Jana Paderewskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 11 im. Ignacego Jana Paderewskiego,NULL,NULL,NULL,NULL,1142
289,2,GI2/MOK,Gimnazjum nr 2 im. Kawalerów Orderu Wojennego Virtuti Militari,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 2 im. Kawalerów Orderu Wojennego Virtuti Militari,NULL,NULL,NULL,NULL,1143
290,2,GI3/MOK,Gimnazjum nr 3 im. Marszałka Józefa Piłsudskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 3 im. Marszałka Józefa Piłsudskiego,NULL,NULL,NULL,NULL,1144
291,2,GI4/MOK,Gimnazjum nr 4 im. Władysława Broniewskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 4 im. Władysława Broniewskiego,NULL,NULL,NULL,NULL,1145
292,2,GI5/MOK,Gimnazjum nr 5 im. Tadeusza Kościuszki,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 5 im. Tadeusza Kościuszki,NULL,NULL,NULL,NULL,1146
293,2,GI6/MOK,Gimnazjum nr 6 im. Pułku Armii Krajowej „Baszta”,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 6 im. Pułku Armii Krajowej „Baszta”,NULL,NULL,NULL,NULL,1147
294,2,GI7/MOK,Gimnazjum nr 7 z Oddziałami Integracyjnymi przy Łazienkach Królewskich,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Gimnazjum nr 7 z Oddziałami Integracyjnymi przy Łazienkach Królewskich,NULL,NULL,NULL,NULL,1148
295,2,LOLXVII/MOK,LXVIII LO im. Tytusa Chałubińskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,LXVIII LO im. Tytusa Chałubińskiego,NULL,NULL,NULL,NULL,1149
296,2,MDK/MOK,Młodzieżowy Dom Kultury,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Młodzieżowy Dom Kultury,NULL,NULL,NULL,NULL,1150
297,2,OPP/MOK,Ognisko Pracy Pozaszkolnej,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Ognisko Pracy Pozaszkolnej,NULL,NULL,NULL,NULL,1151
298,2,OPP175/MOK,Ognisko Pracy Pozaszkolnej 175,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Ognisko Pracy Pozaszkolnej 175,NULL,NULL,NULL,NULL,1152
299,2,OPPSP212/MOK,Ognisko Pracy Pozaszkolnej przy Szkole Podstawowej nr 212,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Ognisko Pracy Pozaszkolnej przy Szkole Podstawowej nr 212,NULL,NULL,NULL,NULL,1153
300,2,OPPSP70/MOK,"Ognisko Pracy Pozaszkolnej ""70""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Ognisko Pracy Pozaszkolnej ""70""",NULL,NULL,NULL,NULL,1154
301,2,OJII/MOK,Ogród Jordanowski nr II,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Ogród Jordanowski nr II,NULL,NULL,NULL,NULL,1155
302,2,OJXIII/MOK,Ogród Jordanowski nr XIII,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Ogród Jordanowski nr XIII,NULL,NULL,NULL,NULL,1156
303,2,PPP7/MOK,Poradnia Psychologiczno - Pedagogiczna Nr 7,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Poradnia Psychologiczno - Pedagogiczna Nr 7,NULL,NULL,NULL,NULL,1157
304,2,PPP8/MOK,Poradnia Psychologiczno - Pedagogiczna Nr 8,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Poradnia Psychologiczno - Pedagogiczna Nr 8,NULL,NULL,NULL,NULL,1158
305,2,PS117/MOK,Przedszkole Integracyjne nr 117 „Przyjazna Kraina”,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole Integracyjne nr 117 „Przyjazna Kraina”,NULL,NULL,NULL,NULL,1159
306,2,PS45/MOK,Przedszkole Integracyjne nr 45,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole Integracyjne nr 45,NULL,NULL,NULL,NULL,1160
307,2,PS108/MOK,"Przedszkole nr 108 ""Tęczowy Promyk""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 108 ""Tęczowy Promyk""",NULL,NULL,NULL,NULL,1161
308,2,PS138/MOK,Przedszkole nr 138,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 138,NULL,NULL,NULL,NULL,1162
309,2,PS139/MOK,Przedszkole nr 139,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 139,NULL,NULL,NULL,NULL,1163
310,2,PS140/MOK,Przedszkole nr 140,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 140,NULL,NULL,NULL,NULL,1164
311,2,PS142/MOK,Przedszkole nr 142,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 142,NULL,NULL,NULL,NULL,1165
312,2,PS144/MOK,"Przedszkole nr 144 ""Zaczarowany Ołówek""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 144 ""Zaczarowany Ołówek""",NULL,NULL,NULL,NULL,1166
313,2,PS145/MOK,"Przedszkole nr 145 ""Czterolistna Koniczynka""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 145 ""Czterolistna Koniczynka""",NULL,NULL,NULL,NULL,1167
314,2,PS146/MOK,Przedszkole nr 146,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 146,NULL,NULL,NULL,NULL,1168
315,2,PS147/MOK,Przedszkole nr 147,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 147,NULL,NULL,NULL,NULL,1169
316,2,PS148/MOK,Przedszkole nr 148,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 148,NULL,NULL,NULL,NULL,1170
317,2,PS149/MOK,Przedszkole nr 149,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 149,NULL,NULL,NULL,NULL,1171
318,2,PS151/MOK,Przedszkole nr 151,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 151,NULL,NULL,NULL,NULL,1172
319,2,PS170/MOK,Przedszkole nr 170,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 170,NULL,NULL,NULL,NULL,1173
320,2,PS189/MOK,Przedszkole nr 189,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 189,NULL,NULL,NULL,NULL,1174
321,2,PS190/MOK,Przedszkole nr 190,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 190,NULL,NULL,NULL,NULL,1175
322,2,PS191/MOK,Przedszkole nr 191 im. Marii Kownackiej,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 191 im. Marii Kownackiej,NULL,NULL,NULL,NULL,1176
323,2,PS193/MOK,Przedszkole nr 193,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 193,NULL,NULL,NULL,NULL,1177
324,2,PS196/MOK,"Przedszkole nr 196 ""Kraina Misiów""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 196 ""Kraina Misiów""",NULL,NULL,NULL,NULL,1178
325,2,PS199/MOK,Przedszkole nr 199,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 199,NULL,NULL,NULL,NULL,1179
326,2,PS228/MOK,Przedszkole nr 228,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 228,NULL,NULL,NULL,NULL,1180
327,2,PS244/MOK,"Przedszkole nr 244 ""Niegocińskie Skrzaty""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 244 ""Niegocińskie Skrzaty""",NULL,NULL,NULL,NULL,1181
328,2,PS270/MOK,Przedszkole nr 270,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 270,NULL,NULL,NULL,NULL,1182
329,2,PS274/MOK,Przedszkole nr 274,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 274,NULL,NULL,NULL,NULL,1183
330,2,PS275/MOK,Przedszkole nr 275,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 275,NULL,NULL,NULL,NULL,1184
331,2,PS278/MOK,Przedszkole nr 278,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 278,NULL,NULL,NULL,NULL,1185
332,2,PS28/MOK,Przedszkole nr 28,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 28,NULL,NULL,NULL,NULL,1186
333,2,PS284/MOK,Przedszkole nr 284,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 284,NULL,NULL,NULL,NULL,1187
334,2,PS294/MOK,Przedszkole nr 294,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 294,NULL,NULL,NULL,NULL,1188
335,2,PS299/MOK,"Przedszkole nr 299 ""Bernardyńskie Krasnale""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 299 ""Bernardyńskie Krasnale""",NULL,NULL,NULL,NULL,1189
336,2,PS300/MOK,Przedszkole nr 300,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 300,NULL,NULL,NULL,NULL,1190
337,2,PS305/MOK,Przedszkole nr 305,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 305,NULL,NULL,NULL,NULL,1191
338,2,PS311/MOK,Przedszkole nr 311 „Sadybiańskie Świerszcze”,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 311 „Sadybiańskie Świerszcze”,NULL,NULL,NULL,NULL,1192
339,2,PS317/MOK,"Przedszkole nr 317 ""Smykolandia""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 317 ""Smykolandia""",NULL,NULL,NULL,NULL,1193
340,2,PS325/MOK,Przedszkole nr 325,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 325,NULL,NULL,NULL,NULL,1194
341,2,PS326/MOK,"Przedszkole z Oddziałami Integracyjnymi nr 326 ""Chatka Skrzatka""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole z Oddziałami Integracyjnymi nr 326 ""Chatka Skrzatka""",NULL,NULL,NULL,NULL,1195
342,2,PS330/MOK,Przedszkole nr 330,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 330,NULL,NULL,NULL,NULL,1196
343,2,PS344/MOK,Przedszkole nr 344,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 344,NULL,NULL,NULL,NULL,1197
344,2,PS349/MOK,"Przedszkole nr 349 ""Barcelonka""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 349 ""Barcelonka""",NULL,NULL,NULL,NULL,1198
345,2,PS360/MOK,"Przedszkole nr 360 ""Słoneczny Domek""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 360 ""Słoneczny Domek""",NULL,NULL,NULL,NULL,1199
346,2,PS391/MOK,Przedszkole nr 391,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 391,NULL,NULL,NULL,NULL,1200
347,2,PS67/MOK,"Przedszkole nr 67 ""Służewiaczek""",1,1,2014-03-27 12:00,NULL,NULL,44,,,,,"Przedszkole nr 67 ""Służewiaczek""",NULL,NULL,NULL,NULL,1201
348,2,PS69/MOK,Przedszkole nr 69,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 69,NULL,NULL,NULL,NULL,1202
349,2,PS80/MOK,Przedszkole nr 80,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 80,NULL,NULL,NULL,NULL,1203
350,2,PS83/MOK,Przedszkole nr 83,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole nr 83,NULL,NULL,NULL,NULL,1204
351,2,PS188/MOK,Przedszkole Specjalne dla Dzieci Słabowidzących nr 188,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole Specjalne dla Dzieci Słabowidzących nr 188,NULL,NULL,NULL,NULL,1205
352,2,PS393/MOK,Przedszkole Specjalne nr 393,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Przedszkole Specjalne nr 393,NULL,NULL,NULL,NULL,1206
353,2,SP103/MOK,Szkoła Podstawowa nr 103 im. Bohaterów Warszawy 1939-1945,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 103 im. Bohaterów Warszawy 1939-1945,NULL,NULL,NULL,NULL,1207
354,2,SP107/MOK,Szkoła Podstawowa nr 107 im. Bronisława Malinowskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 107 im. Bronisława Malinowskiego,NULL,NULL,NULL,NULL,1208
355,2,SP115/MOK,Szkoła Podstawowa nr 115 im. Wandy Turowskiej,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 115 im. Wandy Turowskiej,NULL,NULL,NULL,NULL,1209
356,2,SP119/MOK,Szkoła Podstawowa nr 119 im. 3 Berlińskiego Pułku Piechoty,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 119 im. 3 Berlińskiego Pułku Piechoty,NULL,NULL,NULL,NULL,1210
357,2,SP146/MOK,Szkoła Podstawowa nr 146,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 146,NULL,NULL,NULL,NULL,1211
358,2,SP157/MOK,Szkoła Podstawowa nr 157 im. Adama Mickiewicza,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 157 im. Adama Mickiewicza,NULL,NULL,NULL,NULL,1212
359,2,SP190/MOK,Szkoła Podstawowa nr 190 im. Orła Białego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 190 im. Orła Białego,NULL,NULL,NULL,NULL,1213
360,2,SP191/MOK,Szkoła Podstawowa nr 191 im. Józefa Ignacego Kraszewskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 191 im. Józefa Ignacego Kraszewskiego,NULL,NULL,NULL,NULL,1214
361,2,SP202/MOK,Szkoła Podstawowa nr 202 im. 34 Pułku Strzelców Budziszyńskich,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 202 im. 34 Pułku Strzelców Budziszyńskich,NULL,NULL,NULL,NULL,1215
362,2,SP205/MOK,Szkoła Podstawowa nr 205 im. Żołnierzy Powstania Warszawskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 205 im. Żołnierzy Powstania Warszawskiego,NULL,NULL,NULL,NULL,1216
363,2,SP212/MOK,Szkoła Podstawowa nr 212 im. Krystyny Krahelskiej,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 212 im. Krystyny Krahelskiej,NULL,NULL,NULL,NULL,1217
364,2,SP260/MOK,Szkoła Podstawowa nr 260 im. Jana Matejki,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 260 im. Jana Matejki,NULL,NULL,NULL,NULL,1218
365,2,SP271/MOK,Szkoła Podstawowa nr 271 im. 11 Listopada,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 271 im. 11 Listopada,NULL,NULL,NULL,NULL,1219
366,2,SP307/MOK,Szkoła Podstawowa nr 307 im. Jana III Sobieskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 307 im. Jana III Sobieskiego,NULL,NULL,NULL,NULL,1220
367,2,SP33/MOK,Szkoła Podstawowa nr 33 im. Wojsk Obrony Powietrznej Kraju,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 33 im. Wojsk Obrony Powietrznej Kraju,NULL,NULL,NULL,NULL,1221
368,2,SP46/MOK,Szkoła Podstawowa nr 46 im. Stefana Starzyńskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 46 im. Stefana Starzyńskiego,NULL,NULL,NULL,NULL,1222
369,2,SP69/MOK,Szkoła Podstawowa nr 69 im. Teodora Duracza,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 69 im. Teodora Duracza,NULL,NULL,NULL,NULL,1223
370,2,SP70/MOK,Szkoła Podstawowa nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino,NULL,NULL,NULL,NULL,1224
371,2,SP85/MOK,Szkoła Podstawowa nr 85 im. Benito Juareza,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 85 im. Benito Juareza,NULL,NULL,NULL,NULL,1225
372,2,SP98/MOK,Szkoła Podstawowa nr 98 z Oddziałami Integracyjnymi im. Lucy Maud Montgomery,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Szkoła Podstawowa nr 98 z Oddziałami Integracyjnymi im. Lucy Maud Montgomery,NULL,NULL,NULL,NULL,1226
373,2,LOX/MOK,X Liceum Ogólnokształcące im. Królowej Jadwigi,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,X Liceum Ogólnokształcące im. Królowej Jadwigi,NULL,NULL,NULL,NULL,1227
374,2,LOXLII/MOK,XLII LO im. Marii Konopnickiej,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,XLII LO im. Marii Konopnickiej,NULL,NULL,NULL,NULL,1228
375,2,LOXLIII/MOK,XLIII LO im. Kazimierza Wielkiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,XLIII LO im. Kazimierza Wielkiego,NULL,NULL,NULL,NULL,1229
376,2,LOXLIV/MOK,XLIV LO im. Antoniego Dobiszewskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,XLIV LO im. Antoniego Dobiszewskiego,NULL,NULL,NULL,NULL,1230
377,2,LOXLIX/MOK,XLIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im Johanna Wolfganga Goethego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,XLIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im Johanna Wolfganga Goethego,NULL,NULL,NULL,NULL,1231
378,2,LOXXVIII/MOK,XXVIII LO im. Jana Kochanowskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,XXVIII LO im. Jana Kochanowskiego,NULL,NULL,NULL,NULL,1232
379,2,LOXXXIV/MOK,XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa,NULL,NULL,NULL,NULL,1233
380,2,ZSP1/MOK,Zespół Szkolno - Przedszkolny Nr 1,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkolno - Przedszkolny Nr 1,NULL,NULL,NULL,NULL,1234
381,2,ZSHTG1/MOK,Zespół Szkół Hotelarsko- Turystyczno-Gastronomicznych Nr 1,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół Hotelarsko- Turystyczno-Gastronomicznych Nr 1,NULL,NULL,NULL,NULL,1235
382,2,ZSI62/MOK,Zespół Szkół Integracyjnych nr 62 im. Raoula Wallenberga,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół Integracyjnych nr 62 im. Raoula Wallenberga,NULL,NULL,NULL,NULL,1236
383,2,ZSLT1/MOK,Zespół Szkół Licealnych i Technicznych Nr 1,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół Licealnych i Technicznych Nr 1,NULL,NULL,NULL,NULL,1237
384,2,LOLXV/MOK,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im.gen.Józefa Bema,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im.gen.Józefa Bema,NULL,NULL,NULL,NULL,1238
385,2,ZS27/MOK,Zespół Szkół Nr 27,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół Nr 27,NULL,NULL,NULL,NULL,1239
386,2,ZS28/MOK,Zespół Szkół nr 28,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół nr 28,NULL,NULL,NULL,NULL,1240
387,2,ZS3/MOK,Zespół Szkół nr 3 im. 2 Armii Wojska Polskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół nr 3 im. 2 Armii Wojska Polskiego,NULL,NULL,NULL,NULL,1241
388,2,ZS39/MOK,Zespół Szkół nr 39 im. prof. Edmunda Jankowskiego,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół nr 39 im. prof. Edmunda Jankowskiego,NULL,NULL,NULL,NULL,1242
389,2,ZS59/MOK,Zespół Szkół nr 59,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół nr 59,NULL,NULL,NULL,NULL,1243
390,2,ZS61/MOK,Zespół Szkół nr 61 im. Tadeusza Reytana,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół nr 61 im. Tadeusza Reytana,NULL,NULL,NULL,NULL,1244
391,2,ZSOFK22/MOK,Zespół Szkół Odzieżowych Fryzjerskich i Kosmetycznych Nr 22,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół Odzieżowych Fryzjerskich i Kosmetycznych Nr 22,NULL,NULL,NULL,NULL,1245
392,2,ZSS58/MOK,Zespół Szkół Sportowych nr 58,1,1,2014-03-27 12:00,NULL,NULL,44,,,,,Zespół Szkół Sportowych nr 58,NULL,NULL,NULL,NULL,1246
393,2,CKU2/OCH,Centrum Kształcenia Ustawicznego Nr 2,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Centrum Kształcenia Ustawicznego Nr 2,NULL,NULL,NULL,NULL,1253
394,2,GI15/OCH,"Gimnazjum Nr 15 im. gen. dyw. Stefana Roweckiego ""Grota""",1,1,2014-03-27 12:00,NULL,NULL,46,,,,,"Gimnazjum Nr 15 im. gen. dyw. Stefana Roweckiego ""Grota""",NULL,NULL,NULL,NULL,1254
395,2,GI16/OCH,Gimnazjum Nr 16 z Oddziałami Integracyjnymi im. Obrońców Barykady Września 1939 roku,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Gimnazjum Nr 16 z Oddziałami Integracyjnymi im. Obrońców Barykady Września 1939 roku,NULL,NULL,NULL,NULL,1255
396,2,GI14/OCH,Gimnazjum z Oddziałami Integracyjnymi Nr 14  im. Leopolda Staffa,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Gimnazjum z Oddziałami Integracyjnymi Nr 14  im. Leopolda Staffa,NULL,NULL,NULL,NULL,1256
397,2,OJIII/OCH,III Ogród Jordanowski,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,III Ogród Jordanowski,NULL,NULL,NULL,NULL,1257
398,2,MSOS7/OCH,Międzyszkolny Ośrodek Sportowy Nr 7,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Międzyszkolny Ośrodek Sportowy Nr 7,NULL,NULL,NULL,NULL,1258
399,2,MDK/OCH,"Młodzieżowy Dom Kultury ""Ochota""",1,1,2014-03-27 12:00,NULL,NULL,46,,,,,"Młodzieżowy Dom Kultury ""Ochota""",NULL,NULL,NULL,NULL,1259
400,2,PPP9/OCH,Poradnia Psychologiczno - Pedagogiczna Nr 9,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Poradnia Psychologiczno - Pedagogiczna Nr 9,NULL,NULL,NULL,NULL,1260
401,2,PS404/OCH,Przedszkole Integracyjne  Nr 404 ,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Integracyjne  Nr 404 ,NULL,NULL,NULL,NULL,1261
402,2,PS312/OCH,Przedszkole Integracyjne Nr 312 w Warszawie,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Integracyjne Nr 312 w Warszawie,NULL,NULL,NULL,NULL,1262
403,2,PS100/OCH,Przedszkole Nr 100,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 100,NULL,NULL,NULL,NULL,1263
404,2,PS101/OCH,Przedszkole Nr 101,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 101,NULL,NULL,NULL,NULL,1264
405,2,PS111/OCH,Przedszkole Nr 111,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 111,NULL,NULL,NULL,NULL,1265
406,2,PS114/OCH,Przedszkole Nr 114,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 114,NULL,NULL,NULL,NULL,1266
407,2,PS176/OCH,Przedszkole Nr 176,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 176,NULL,NULL,NULL,NULL,1267
408,2,PS225/OCH,Przedszkole Nr 225,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 225,NULL,NULL,NULL,NULL,1268
409,2,PS239/OCH,Przedszkole Nr 239,1,1,2014-03-27 12:00,NULL,NULL,46,,,,,Przedszkole Nr 239,NULL,NULL,NULL,NULL,1269
